Date,Open,High,Low,Close,Adj Close,Volume
2022-04-22,28.730000,28.870001,27.580000,28.040001,28.040001,3365500
2022-04-25,27.340000,28.650000,26.930000,28.620001,28.620001,3479600
2022-04-26,28.370001,28.450001,26.750000,26.900000,26.900000,3538400
2022-04-27,27.379999,27.680000,26.750000,26.860001,26.860001,2455100
2022-04-28,27.260000,28.040001,26.790001,27.830000,27.830000,2307500
2022-04-29,27.049999,27.410000,26.260000,26.379999,26.379999,2725500
2022-05-02,26.350000,26.500000,25.500000,26.170000,26.170000,5133200
2022-05-03,26.150000,26.379999,25.620001,25.700001,25.700001,2991500
2022-05-04,26.440001,27.889999,26.320000,27.760000,27.760000,3229900
2022-05-05,27.490000,27.500000,24.709999,25.020000,25.020000,4696300
2022-05-06,24.674999,25.180000,24.080000,25.020000,25.020000,3800700
